,shap_Count,shap_Zip Code,shap_Latitude,shap_Longitude,shap_Gender,shap_Partner,shap_Dependents,shap_Tenure Months,shap_Phone Service,shap_Multiple Lines,shap_Online Security,shap_Online Backup,shap_Device Protection,shap_Tech Support,shap_Streaming TV,shap_Streaming Movies,shap_Paperless Billing,shap_Monthly Charges,shap_Total Charges,shap_Churn Value,shap_Churn Score,shap_CLTV,shap_Internet Service_Fiber optic,shap_Internet Service_No,shap_Contract_One year,shap_Contract_Two year,shap_Payment Method_Credit card (automatic),shap_Payment Method_Electronic check,shap_Payment Method_Mailed check,churn_probability,actual_churn
3396,0.0,-0.034242157,6.6212524e-05,0.0051802113,0.000354874,0.0,-0.17410998,-0.09203798,-0.0018086049,0.0,0.0,-0.002847748,0.0,2.9388248e-05,0.00224307,0.0023938867,0.0016957566,0.010659436,-0.006161734,-7.3221984,-1.1653355,-0.00066975935,0.028568838,0.0036432461,0.02353192,0.034336377,0.0,0.019904705,0.0006000288,0.00017073126,0
2815,0.0,-0.00079777424,-0.0005061538,0.0004747435,-0.0026736944,0.0,0.015450363,-0.071241744,-0.0007655359,0.0,0.0,-0.0017611181,0.0,-1.7066921e-05,0.0008375187,0.0038904264,0.0012288322,0.0378742,-0.050497495,-7.3221984,-1.07874,-0.0029320368,0.03490247,0.003064663,0.014096948,-0.29624984,0.0,-0.012389215,7.429773e-05,0.0001603613,0
2368,0.0,-0.00074984634,-0.00016036953,-0.00047769997,0.00015108708,0.0,0.014063135,-0.103556044,0.010508542,0.0,0.0,0.00080086174,0.0,1.9343477e-05,-0.0020052919,-0.006483593,0.0018608111,-0.014683751,-0.009785668,-7.3221984,-1.1123418,-0.0012277595,-0.08223959,0.0036911457,0.03391293,0.04637038,0.0,-0.016081328,0.00010529556,0.00018976157,0
917,0.0,3.9529445e-05,-0.00016073283,-0.00042722706,-0.00023700944,0.0,0.019877622,0.1331994,-0.0010079985,0.0,0.0,0.003068859,0.0,9.184287e-06,-0.0019003834,0.0052770223,0.00525405,0.023510668,0.007958252,7.327141,0.28782845,-0.0018703141,0.11061383,0.023505224,0.05218981,0.09889152,0.0,-0.033438604,0.00010529556,0.9996811,1
5769,0.0,-0.008602606,-7.872957e-06,0.0047521,-0.00015601149,0.0,-0.16310714,-0.020485349,-0.006187264,0.0,0.0,0.003068859,0.0,-8.958757e-06,-0.0008189188,-0.0039013466,-0.010765928,0.0060140183,0.004719089,-7.3221984,0.17164624,-0.0018353729,-0.08317945,0.015840247,0.045775663,0.06854654,0.0,-0.048534617,-0.00078804843,0.00063626975,0
2231,0.0,-0.009833868,-0.00043674046,0.0013690348,0.0002976792,0.0,-0.09175991,-0.07495125,-0.0015559352,0.0,0.0,0.00076866493,0.0,2.9283974e-05,-0.0021981527,0.002882189,0.0012288322,-0.004285135,-0.0072047864,-7.3221984,-1.0506634,0.008571519,0.025827536,0.002926311,0.014482482,-0.23085476,0.0,-0.014119089,0.000294285,0.00015679267,0
6375,0.0,-0.004237214,-0.0007061977,-0.0013725678,-0.00046696758,0.0,-0.06181873,0.030705266,-0.0018435442,0.0,0.0,0.0007591176,0.0,2.9283974e-05,-0.00060719904,-0.00264369,-0.0031545453,-0.02823801,-0.00048477692,-7.3221984,-1.0431907,-0.0048166947,-0.03762096,-0.036424644,0.014961844,-0.22459453,0.0,-0.014477523,0.000294285,0.0001582475,0
3437,0.0,-0.03463714,-5.236405e-06,0.0046401466,9.9453115e-05,0.0,-0.16520292,-0.0115417,-0.0020862713,0.0,0.0,-0.0035694623,0.0,5.1797448e-05,0.00041887138,-0.0022461049,0.0035715234,0.005158815,-0.0059332456,-7.3221984,-1.2221226,-0.000833072,0.032045238,0.00524904,0.021497319,0.04027668,0.0,0.021992018,0.0006000288,0.00017618146,0
6655,0.0,0.0019730034,-0.00034264242,-0.00038804274,-0.00023700944,0.0,0.04244367,-0.17499149,-0.0008400731,0.0,0.0,-0.004044593,0.0,6.8798495e-06,0.004284531,0.043614056,0.0020049675,0.033725776,-0.01329029,-7.3221984,0.13732083,-0.0015198772,0.076341726,0.0064545125,-0.16923933,0.06395163,0.0,-0.035370313,7.3399715e-05,0.0006621845,0
5822,0.0,-0.0006981069,-4.1528787e-05,0.0006581527,-0.00023700944,0.0,0.013280662,-0.056706984,0.004221132,0.0,0.0,0.00080086174,0.0,1.9343477e-05,-0.0023168023,-0.03725283,-0.004917312,-0.01717743,0.0058241882,-7.3221984,-1.1000911,-0.001458159,-0.05407535,0.0034959456,-0.13311999,0.03363058,0.0,-0.02102831,7.3399715e-05,0.0001668315,0
1727,0.0,-0.0017311479,0.0047066575,-0.0003047709,0.00015108708,0.0,0.018052202,0.092984565,-0.00056224305,0.0,0.0,0.0010239165,0.0,9.184287e-06,-0.0013552799,-0.005705462,0.003769144,0.00298098,0.0037707724,7.327141,1.0953482,-0.0010038281,0.053335395,0.010408721,0.048952237,0.059097577,0.0,-0.0121650975,-0.00035656057,0.9998317,1
2787,0.0,-0.00051790586,-0.0001529242,-0.0005896536,-0.00023700944,0.0,0.020495223,-0.012954121,0.01308929,0.0,0.0,0.0055616572,0.0,0.00020286001,-0.00096370745,-0.0056100823,-0.006705407,-0.058716338,0.0013690682,-7.3221984,0.23253039,-0.0019489742,-0.11237699,0.020179784,0.0418197,0.06790328,0.0,0.067651585,0.00010529556,0.0008570983,0
3060,0.0,-0.0006306726,-0.00016073283,-0.00089687004,-0.00023700944,0.0,0.028670585,-0.13543653,-0.0015460384,0.0,0.0,0.0015146076,0.0,9.184287e-06,-0.0033583867,-0.04051676,0.0014888974,-0.08852951,-0.005086485,-7.3221984,0.06025743,-0.0027706695,-0.109977305,-0.042484872,-0.17131868,0.05380194,0.0,-0.05714442,7.3399715e-05,0.00039135118,0
5617,0.0,0.003930878,-7.872957e-06,0.0010707123,9.9453115e-05,0.0,-0.07503151,-0.020602573,-0.0017280777,0.0,0.0,0.0007913144,0.0,9.184287e-06,-0.0014381174,-0.007788565,-0.0047043553,-0.037639912,0.0020279633,-7.3221984,-1.0694587,-0.0015658303,-0.05426692,-0.029388016,-0.12155844,0.027982363,0.0,-0.017466502,-0.00037866138,0.00016029159,0
5843,0.0,-0.0015679173,-0.00016073283,0.00029461138,-0.00023700944,0.0,0.017987764,-0.0996766,-0.0009888569,0.0,0.0,0.00080086174,0.0,9.184287e-06,-0.005993004,-0.0060384963,-0.004857741,0.00097550935,-0.009298115,-7.3221984,-1.1707851,-0.001088157,0.058420416,0.003724249,0.042460535,0.05517763,0.0,-0.013937719,-0.00013829004,0.00021042732,0
4802,0.0,-0.0008270911,-0.00016073283,-0.00047769997,0.00015108708,0.0,0.0145765385,-0.024311032,-0.0036405432,0.0,0.0,-0.002729918,0.0,9.184287e-06,-0.00096370745,-0.005838116,0.0026324778,0.0029020829,0.0072589032,-7.3221984,-1.1914144,-0.0013021397,-0.08915414,0.0055840714,0.030610735,0.046647202,0.0,-0.015044077,0.00010529556,0.00019222952,0
186,0.0,-0.0013241512,-0.00015809629,0.0003089989,-0.00023700944,0.0,0.018067122,-0.036591984,-0.001677522,0.0,0.0,0.0014633569,0.0,5.1797448e-05,0.0006054541,0.0047686608,-0.011927653,0.003919296,-0.0061256355,7.327141,1.1085356,-0.0012589123,0.05740274,0.0058968896,0.026363619,0.054315213,0.0,0.020309756,0.00010529556,0.9998086,1
1615,0.0,-0.0013725894,-0.00014784047,-0.00042722706,0.00015108708,0.0,0.030973248,0.046116184,-0.0010804936,0.0,0.0,0.003068859,0.0,6.8798495e-06,0.0006054541,0.0061026327,0.00525405,0.021507407,-0.0073256195,7.327141,0.23091103,-0.002359717,0.11289954,0.019741602,0.047344252,0.09302726,0.0,-0.037163917,0.00010529556,0.99962413,1
6321,0.0,-0.0035620704,-0.0006785076,-0.001419858,-0.00046696758,0.0,-0.06337805,-0.054337773,-0.012343476,0.0,0.0,0.001090822,0.0,0.00035067066,-0.0006071989,-0.0028074472,0.0014936293,-0.018090371,0.0025737144,-7.3221984,-1.0417426,-0.0048966366,-0.035374068,-0.018909782,0.0139892455,-0.21381986,0.0,0.040833432,0.000294285,0.00015954077,0
1459,0.0,-0.0014101369,-3.9255545e-05,0.00012584063,-0.00023700944,0.0,0.017490849,0.08837292,-0.0012879567,0.0,0.0,0.0014633569,0.0,5.1797448e-05,0.0006054541,0.0047686608,0.003769144,0.0042677964,0.0036290816,7.327141,1.0729079,-0.0009858627,0.05114586,0.010537393,0.03399422,0.062842436,0.0,0.019122368,0.00027148917,0.9998317,1
3227,0.0,-0.00066396495,-0.00015809629,0.0003089989,0.00015108708,0.0,0.013257249,-0.10311524,-0.0017000374,0.0,0.0,-0.002847748,0.0,5.1797448e-05,-0.0065381075,0.004251891,0.0016957566,0.003251896,-0.009695644,-7.3221984,-1.1974262,-0.001086991,0.056008507,0.0038343256,0.03135254,0.05334595,0.0,0.020699898,0.00010529556,0.00021042732,0
6997,0.0,-0.0080868155,-7.509647e-06,0.0011478094,9.9453115e-05,0.0,-0.12389129,0.20776659,0.008728703,0.0,0.0,0.003068859,0.0,1.9343477e-05,-0.0008189188,-0.0039013466,-0.010732585,-0.066535704,0.028119449,-7.3221984,0.24648654,-0.0016059285,-0.053991646,0.00789644,0.059767894,0.079319976,0.0,-0.04261482,-0.0050832955,0.00090553105,0
5074,0.0,-0.004283442,-0.0001267137,-0.0015807144,9.9453115e-05,0.0,-0.085317284,-0.06476157,-0.0018921229,0.0,0.0,0.000719663,0.0,9.184287e-06,-0.0024797018,-0.011963488,0.0012876309,-0.019671736,-0.009185312,-7.3221984,-1.0340801,-0.0008637005,-0.039552364,-0.02081525,-0.114684194,0.027911179,0.0,-0.019577961,0.00028831692,0.00016135168,0
4494,0.0,-0.0019404041,-0.00053401245,0.00017050037,0.00065805775,0.0,0.015808605,-0.1223604,-0.0019043724,0.0,0.0,0.0014148275,0.0,2.9283974e-05,-0.0011662955,-0.006966444,-0.0030978988,-0.06421375,-0.015826564,-7.3221984,-0.069695726,-0.021464307,-0.08537867,-0.04036735,0.019419858,-0.4534151,0.0,-0.047919758,7.429773e-05,0.00026648754,0
89,0.0,-0.0026211296,-3.9255545e-05,0.000560229,-0.00023700944,0.0,0.022152277,0.17177226,-0.0013603091,0.0,0.0,0.0055616572,0.0,5.1797448e-05,0.0006054541,0.0046493984,0.005451671,0.020151695,0.007673882,7.327141,0.33966315,-0.0017645562,0.078254886,0.02823826,0.04722731,0.09776127,0.0,0.042862296,0.00027148917,0.9997212,1
4544,0.0,-0.035130575,5.019414e-06,0.00494164,-0.00015601149,0.0,-0.17180048,-0.09953048,-0.0015078336,0.0,0.0,-0.0018601599,0.0,6.8798495e-06,-0.0060976637,0.0037460101,0.0016957566,0.004945551,-0.008558485,-7.3221984,-1.1363882,-0.00083302555,0.028853536,0.0035981352,0.025774496,0.04037289,0.0,-0.01213861,0.0006000288,0.00016811329,0
240,0.0,-0.0009539828,-0.00016073283,-0.0003047709,0.00015108708,0.0,0.011133289,0.10354366,-0.001149266,0.0,0.0,0.0010239165,0.0,9.184287e-06,-0.00096370745,-0.005838116,-0.0102440445,0.0036285864,0.004382084,7.327141,1.1419227,0.0009300259,-0.075351834,0.009318902,0.039938744,0.05457178,0.0,-0.013957766,-0.00035656057,0.99981207,1
4603,0.0,-0.004233453,-5.7880156e-05,0.001537911,0.0002976792,0.0,-0.061537858,-0.061589308,-0.0022504567,0.0,0.0,0.0006874662,0.0,2.9283974e-05,-0.001085658,-0.003145871,-0.002553733,-0.024474056,-0.0074364683,-7.3221984,-1.0083885,0.0056636226,-0.035992555,-0.018507008,0.015109083,-0.21675529,0.0,-0.016053135,0.000294285,0.00015503795,0
1760,0.0,0.0031913957,-3.9255545e-05,-5.00484e-07,-0.00023700944,0.0,0.016264308,0.18143022,-0.0013603091,0.0,0.0,0.0055616572,0.0,5.1797448e-05,-0.0013552799,-0.004256623,0.005451671,0.0164176,0.013641138,7.327141,0.31880495,-0.0023225269,0.073677875,0.018169783,0.0591559,0.09737722,0.0,0.042764,0.00027148917,0.99971443,1
648,0.0,-0.00051790586,-0.00015809629,-0.0005896536,0.00015108708,0.0,0.023724036,-0.1612902,-0.0044827843,0.0,0.0,0.0053891977,0.0,-5.0525516e-05,-0.00096370745,-0.008623097,0.0043150047,-0.005800707,-0.016124122,7.327141,0.21051195,-0.0030467482,-0.14969999,0.008212108,0.03778314,0.073628195,0.0,0.067192465,0.00010529556,0.99938774,1
5450,0.0,-0.0006350356,-0.00118233,-0.0002815292,0.00065805775,0.0,0.011156819,-0.05953235,-0.0017001778,0.0,0.0,0.0006874662,0.0,2.9283974e-05,-0.0011662955,-0.0042713173,-0.002553733,-0.032096546,-0.01022527,-7.3221984,-1.0058752,-0.005462384,-0.0499571,-0.019638289,0.0154952165,-0.2507937,0.0,-0.01608945,7.429773e-05,0.0001561398,0
3732,0.0,-0.0016199781,-0.00015809629,-0.00041672445,0.00015108708,0.0,0.01709228,0.08883678,-0.0012879567,0.0,0.0,0.0014633569,0.0,5.1797448e-05,0.00045802974,-0.0048112147,0.003769144,0.0050598364,0.0036716338,-7.3221984,-1.2908326,-0.0009858627,0.051296905,0.010537393,0.041862126,0.06215681,0.0,0.020948576,0.00027148917,0.00024263086,0
5850,0.0,-0.0016451621,-4.1892097e-05,0.00029461138,-0.00023700944,0.0,0.017852625,-0.06593317,-0.0009888569,0.0,0.0,0.00080086174,0.0,9.184287e-06,-0.0013552798,-0.0060384963,0.0035715234,0.0016246627,-0.0059032836,-7.3221984,-1.1994199,-0.001088157,0.06533466,0.0038419412,0.042533945,0.057416257,0.0,-0.012815336,0.00010529556,0.00021745007,0
2989,0.0,-0.0024213265,-0.00016073283,-0.0003047709,-0.00023700944,0.0,0.010823012,0.083736636,-0.001149266,0.0,0.0,0.0007913144,0.0,9.184287e-06,-0.00096370745,-0.005838116,0.006424109,-0.037932955,0.0034193357,-7.3221984,-1.1571078,-0.0028329066,-0.07840416,-0.058488637,0.039049894,0.051689077,0.0,-0.013421044,-0.00035656057,0.00020446304,0
4608,0.0,0.0019651374,-3.9255545e-05,0.010225656,0.00015108708,0.0,0.028922435,-0.17330194,-0.0021615701,0.0,0.0,0.0053891977,0.0,-5.0525516e-05,0.0010701965,-0.031587243,-0.0046953876,-0.015913013,-0.014031632,-7.3221984,0.14766487,-0.0028163488,-0.100661986,0.0063265464,-0.14634402,0.059638776,0.0,0.10517762,7.3399715e-05,0.00057749473,0
223,0.0,-0.0012121213,-0.0003413852,-0.00046331246,0.00015108708,0.0,0.02618893,0.13693577,-0.0012444272,0.0,0.0,-0.01374721,0.0,-2.8666589e-05,0.0006054541,0.0049891383,0.004813495,0.032574113,0.007723412,7.327141,0.32902247,-0.0014112674,0.09802144,0.027371325,0.044913642,0.082185656,0.0,0.039541006,0.00010529556,0.9997069,1
4464,0.0,0.00029557664,-0.00015809629,-0.0005896536,-0.00023700944,0.0,0.019332653,0.14365537,-0.0017191791,0.0,0.0,0.0055616572,0.0,5.1797448e-05,-0.0013552799,-0.004666099,0.004813495,0.017049076,0.008214095,-7.3221984,0.33478802,-0.0023225269,0.09868319,0.028518133,0.057730824,0.09524932,0.0,0.048005067,0.00010529556,0.0015311103,0
6368,0.0,-0.0008019072,-0.00015809629,-0.0005896536,0.00015108708,0.0,0.014277045,0.02806476,-0.004225379,0.0,0.0,-0.0035694623,0.0,-5.0525516e-05,0.0003097051,-0.005523608,0.0025206394,-0.005522799,0.003567039,-7.3221984,-1.2505511,-0.0010111247,-0.10968534,0.008376236,0.028530277,0.045929637,0.0,0.022611525,0.00010529556,0.00019187226,0
4296,0.0,-0.004283442,-0.0001267137,-0.0015807144,-0.00015601149,0.0,-0.08523214,-0.0632582,-0.0018921229,0.0,0.0,0.000719663,0.0,9.184287e-06,-0.0024797018,-0.011963488,0.0012876309,-0.021894673,-0.009100158,-7.3221984,-1.0340801,-0.0008637005,-0.04020766,-0.02081525,-0.113180816,0.027867824,0.0,-0.019577961,0.00028831692,0.00016135168,0
134,0.0,-0.0016451621,-4.1892097e-05,0.00029461138,-0.00023700944,0.0,0.017772034,-0.05720442,-0.0009888569,0.0,0.0,0.00080086174,0.0,9.184287e-06,-0.0013552798,-0.005705462,-0.011927653,0.0014305834,-0.0059309537,7.327141,1.1584574,-0.0013185563,0.061481606,0.0043264856,0.04140692,0.056309056,0.0,-0.013226025,0.00010529556,0.9998086,1
2637,0.0,-0.0010056805,-0.00118233,-0.0002815292,0.00065805775,0.0,0.011216911,-0.0630705,-0.0017001778,0.0,0.0,0.0006874662,0.0,2.9283974e-05,-0.0011662955,-0.0042713173,-0.002553733,-0.027062383,-0.010656369,-7.3221984,-1.0242372,0.0044874423,-0.04922175,-0.019638289,0.015646724,-0.24395953,0.0,-0.01598076,-9.7579e-05,0.0001561398,0
590,0.0,-0.0014101369,-2.7742506e-05,0.00012584063,-0.00023700944,0.0,0.01793895,0.09119355,-0.00084624515,0.0,0.0,0.0014633569,0.0,2.9388248e-05,0.0006054541,0.0047686608,0.003769144,0.0070913006,0.0044418136,7.327141,1.0709419,-0.0009858627,0.05114586,0.009048165,0.03399422,0.060092513,0.0,0.017991722,0.00027148917,0.9998317,1
6390,0.0,-0.002538856,-0.00016073283,-0.0003047709,-0.00023700944,0.0,0.013644431,0.12099079,-0.0012216184,0.0,0.0,0.0017337969,0.0,9.184287e-06,-0.00096370745,-0.0062759076,-0.009982177,-0.082941525,0.008804128,-7.3221984,0.164868,0.0039147874,-0.12386465,-0.16595106,0.048704773,0.07180504,0.0,-0.039038874,-0.00035656057,0.00065475306,0
4836,0.0,-0.008202897,-0.0001267137,-0.0012240501,-0.00015601149,0.0,-0.0811334,0.084368534,-0.0037999924,0.0,0.0,0.0010239165,0.0,-8.958757e-06,-0.0008189188,-0.0034635551,0.0025206394,0.0050052255,0.004405221,-7.3221984,-1.2059445,-0.0012955477,-0.02934467,0.009214239,0.03550439,0.048931517,0.0,-0.01396215,-0.0050832955,0.0002044806,0
3533,0.0,-0.008202897,-7.872957e-06,0.0011478094,-0.00015601149,0.0,-0.087983504,0.1117148,-0.0013458433,0.0,0.0,0.0010239165,0.0,9.184287e-06,-0.0008189188,-0.0034635551,-0.0102440445,0.0044516576,0.008791748,-7.3221984,-1.2102816,-0.00087111286,-0.013569988,0.007294601,0.03870092,0.051388133,0.0,-0.013968582,-0.0050832955,0.00021115306,0
1665,0.0,-0.0017311479,-0.00016073283,-0.00047769997,-0.00023700944,0.0,0.019882228,0.06816106,-0.0009356461,0.0,0.0,0.0010239165,0.0,9.184287e-06,0.00045802974,-0.006056779,0.0031309682,0.0015896733,0.00346853,7.327141,1.1029006,-0.0010038281,0.073304705,0.010408721,0.046940435,0.06353389,0.0,-0.012908122,0.00010529556,0.9998317,1
6258,0.0,-0.0030020701,-0.0001267137,-0.0014011011,9.9453115e-05,0.0,-0.13015355,-0.06675764,-0.0018921229,0.0,0.0,0.00080086174,0.0,9.184287e-06,-0.0029519554,0.012091415,0.0021125483,-0.0014247722,-0.0110303275,-7.3221984,-1.074968,-0.0012814497,-0.05029153,0.003181411,-0.10288364,0.030404203,0.0,-0.016138963,0.00028831692,0.00015898207,0
6001,0.0,-0.009662086,-0.0001267137,-0.0015807144,9.9453115e-05,0.0,-0.109471604,-0.0905573,-0.0012174598,0.0,0.0,-0.0018601599,0.0,9.184287e-06,-0.006467414,-0.011794408,0.0015569988,0.0043862686,-0.008566958,-7.3221984,-1.0939096,-0.00081415346,0.030444752,0.0033662308,-0.111732125,0.030612903,0.0,-0.020150254,0.00028831692,0.00016189662,0
5992,0.0,-0.0038546072,-0.00012635038,-0.0015807144,-0.00015601149,0.0,-0.15086514,-0.15737885,0.031389434,0.0,0.0,0.001763003,0.0,-1.8868479e-05,0.00043801017,-0.015858006,-0.010235641,-0.015890703,-0.017627684,-7.3221984,0.06661375,-0.0027027475,-0.08961647,0.005685522,-0.21217081,0.046834752,0.0,-0.055121504,-0.00037866138,0.0003661528,0
3692,0.0,-0.0038628085,-0.0007061977,-0.0013725678,0.0002976792,0.0,-0.06399128,-0.06311755,-0.0022504567,0.0,0.0,0.0006874662,0.0,2.9283974e-05,-0.001085658,-0.003177539,-0.002553733,-0.022537036,-0.0052924324,-7.3221984,-0.99122065,-0.004647235,-0.034876563,-0.018507008,0.014988017,-0.22076969,0.0,-0.01608945,-0.00038649963,0.00015503795,0
5496,0.0,-0.0037689127,-0.0005199542,-0.0013725678,-0.00046696758,0.0,-0.066149026,-0.07366495,-0.0022019427,0.0,0.0,-0.0017611181,0.0,-2.8564878e-05,0.00038069714,-0.003343505,-0.0030058692,-0.0071027535,-0.0076943794,-7.3221984,-1.0051585,-0.0043388885,-0.03609286,0.0027292601,0.014848737,-0.22553916,0.0,-0.015804138,-0.00038649963,0.00015503795,0
1334,0.0,-0.001716561,-3.9255545e-05,-0.0018991849,0.00015108708,0.0,0.0131590115,-0.069913685,-0.0020530242,0.0,0.0,0.0013170175,0.0,5.1797448e-05,-0.0033583867,-0.02387261,0.0012876309,-0.04243462,0.0012624031,7.327141,1.2497276,-0.0011365381,-0.05748174,-0.020991242,-0.11115703,0.030316146,0.0,0.040654164,7.3399715e-05,0.9997565,1
2532,0.0,-0.008600037,-0.0001267137,-0.0014011011,9.9453115e-05,0.0,-0.15854616,-0.061851747,-0.0012174598,0.0,0.0,0.00080086174,0.0,9.184287e-06,0.0009957553,0.011757494,-0.011786131,0.004549499,-0.010949867,-7.3221984,-1.1064388,-0.0009114478,0.033176973,0.0033012656,-0.098595425,0.033049483,0.0,-0.0142768845,0.00028831692,0.00016360098,0
1963,0.0,0.010031921,-7.872957e-06,0.0047521,-0.00015601149,0.0,-0.07909776,0.036723547,-0.003806425,0.0,0.0,0.0010239165,0.0,9.184287e-06,-0.0008189188,-0.0032377262,-0.0057812487,0.0012994197,0.0046770684,-7.3221984,-1.199374,-0.001331079,-0.079753,0.0074430807,0.031559605,0.045266252,0.0,-0.013869052,-0.00078804843,0.00018845213,0
891,0.0,0.0009566576,-4.1892097e-05,-0.0003047709,-0.00023700944,0.0,0.0077860476,0.06843686,-0.0036098477,0.0,0.0,-0.002729918,0.0,9.184287e-06,-0.00096370745,-0.0053345854,-0.0057812487,0.0038087568,0.004330443,7.327141,1.147049,-0.0010646216,-0.093436964,0.007547239,0.035946745,0.052128203,0.0,-0.01324919,0.00027148917,0.9998005,1
881,0.0,0.00079433294,-3.9255545e-05,-5.00484e-07,-0.00023700944,0.0,0.008703202,0.10976244,-0.0018604465,0.0,0.0,-0.0035694623,0.0,5.1797448e-05,-0.00096370745,-0.0046687606,0.006896274,0.003745387,0.00898801,7.327141,1.108637,-0.001471091,-0.071310535,0.0066170935,0.039207295,0.054881193,0.0,0.021736603,0.00027148917,0.9998167,1
1862,0.0,-0.0009130769,-4.1892097e-05,0.00038327288,-0.00023700944,0.0,0.009706814,0.059333883,-0.003603415,0.0,0.0,-0.002729918,0.0,-8.958757e-06,-0.00096370745,-0.0057812543,0.0025206394,-0.0068234205,0.0040735346,7.327141,1.1438757,-0.0010290903,-0.10023179,0.008133851,0.035329107,0.05129281,0.0,-0.013513625,-0.00035656057,0.99979585,1
